12 Cellist Of Berlin Philh.	Putting On The Ritz
Kaempfert, Bert & His Orchester	Or Tango Bolero
Kaempfert, Bert & His Orchester	Strangers In The Night
Kaempfert, Bert & His Orchester	Swinging Safari
Kaempfert, Bert & His Orchester	Wunderland Bei Nacht
Kaeshammer, Michael (Piano)	All Boogie
Kaeshammer, Michael (Piano)	Another Night
Kaeshammer, Michael (Piano)	Boogie In Gee
Kaeshammer, Michael (Piano)	Cadillac Avenue Boogie
Kaeshammer, Michael (Piano)	Downtown Fever
Kaeshammer, Michael (Piano)	Goodnight Boogie
Kaeshammer, Michael (Piano)	Houserockin'
Kaeshammer, Michael (Piano)	How Good Could You Feel
Kaeshammer, Michael (Piano)	Memories Of Jimmy Yancey
Kaeshammer, Michael (Piano)	Moo Cow Boogie
Kaeshammer, Michael (Piano)	Movin' Leggs
Kaeshammer, Michael (Piano)	Parkland Stomp
Kaeshammer, Michael (Piano)	Pinetomp Smith
Kaeshammer, Michael (Piano)	Rolf's Boogie
Kaeshammer, Michael (Piano)	Sand In My Shoes
Kaeshammer, Michael (Piano)	The Lively Boogie Nights
Kaeshammer, Michael (Piano)	Tribute To The Duke
Kaeshammer, Michael (Piano)	Walkin' On The Boogie Side
Kaeshammer, Michael (Piano)	Walkin' With The Boogie
Kaeshammer, Michael (Piano)	When The Saints Boogie
Kallen, Kitty & His Orchestra	Little Things Mean A Lot
Kante, Mori			Ye-Ke Ye-Ke
Kaper, Bronislau		On Green Dolphin Street
Kenton, Stan & Orchestra	Here's That Rainy Day
Kenton, Stan & Orchestra	I Remember Stan
Kern, Jerome			All The Things You Are
King, B.B.			Don't Answer The Door
King, B.B.			Get Out Of My Back Woman
King, B.B.			Into The Night
King, B.B.			Sweet Sixteen
King, B.B.			The Thrill Is Gone
King, B.B.			To Know You Is To Love You
King, B.B.			Why I Sing The Blues
Kirkland, Kenny (Piano Trio)	Love Affair
Kosma, Joseph			Autumn Leaves
Krell, William H. (Rag Time)	Mississippi Rag
Lamb, Joseph (Rag Time Piano)	American Beauty Rag
Lamb, Joseph (Rag Time Piano)	Bohemia
Lamb, Joseph (Rag Time Piano)	Champagne Rag
Lamb, Joseph (Rag Time Piano)	Contentment Rag
Lamb, Joseph (Rag Time Piano)	Ethiopia Rag
Lamb, Joseph (Rag Time Piano)	Rag Time Nightingale
Lamb, Joseph (Rag Time Piano)	Sensation Rag
Lanza, Mario & His Orchestra	Be My Love
Last, James & His Orchester	A Banda (Medley)
Last, James & His Orchester	Begin The Beguine & Strange Paradise
Last, James & His Orchester	Buona Sera & Red River Valley
Last, James & His Orchester	House Of The Rising Sun & Love Is In The Air 
Last, James & His Orchester	James Last Medley Nr. 01
Last, James & His Orchester	James Last Medley Nr. 02
Last, James & His Orchester	James Last Medley Nr. 03
Last, James & His Orchester	James Last Medley Nr. 04
Last, James & His Orchester	James Last Medley Nr. 05
Last, James & His Orchester	Morgensummer
Last, James & His Orchester	Mr. Antony's Boogie
Last, James & His Orchester	Tanz Der Stunden (Tango)
Layton, Turner			Way Down Yonder In New-Orleans
Lazlo, Viktor			Sweet Soft'n Lazy
Lewis Trio, Ramsey		Wade In The Water
Lewis, Benjamin (Piano Trio)	New Bop
Lewis, George (Dixieland)	Bill Bailey
Lodge, Henry (Rag Time Piano)	Sweetheart & Man In The Moon
Lodge, Henry (Rag Time Piano)	Temptation Rag
Louis, J			Typewriter
Lucena, Antonio De		Concierto De Aranjuez
Malando & His Orchestra		A Media Luz
Malando & His Orchestra		Adios Muchachos
Malando & His Orchestra		Blue Tango
Malando & His Orchestra		Con Sentimento
Malando & His Orchestra		Du Schwarzer Zigeuner
Malando & His Orchestra		Jealousie
Malando & His Orchestra		La Cumparsita
Malando & His Orchestra		La Paloma
Malando & His Orchestra		Ole Guappa
Malando & His Orchestra		Zigeuner Tango
Mancini, Henry & His Orchestra	A Summer Place
Mancini, Henry & His Orchestra	Le Jazz Hot
Mancini, Henry & His Orchestra	Moon River
Mancini, Henry & His Orchestra	The Days Of Wine And Roses
Manilow, Barry			Bandstand Boogie
Mann, Herbie			New-Orleans
Manne Trio, Sheely		Good Bait
Mantovani & His Orchestra	Ebb Tide
Mantovani & His Orchestra	La Mer
Mantovani & His Orchestra	Moon River
Manusardi Trio, Guido		Downtown
Maria, Tania (Jazz Piano Trio)	Azure Bossa Nova
Mathis, Johnny & His Orchestra	A Certain Smile
Mathis, Johnny & His Orchestra	Changes Are
Mathis, Johnny & His Orchestra	Hold Me Thrill Me Kiss Me
Matthews, Artie (Rag Time)	Pastime Rag Nr.1
Mauriat, Paul & His Orchester	Love Is Blue
Mayerl, Billy (Piano)		All Of Twist
Mayerl, Billy (Piano)		Eskimo Shivers
Mayerl, Billy (Piano)		Evening Primrose
Mayerl, Billy (Piano)		Hollyhock
Mayerl, Billy (Piano)		Honeysuckle
Mayerl, Billy (Piano)		Honky Tonk
Mayerl, Billy (Piano)		Hop O' My Thumb
Mayerl, Billy (Piano)		Jazzaristrix
Mayerl, Billy (Piano)		Look Lively
Mayerl, Billy (Piano)		Loose Elbows
Mayerl, Billy (Piano)		Marigold
Mayerl, Billy (Piano)		Mignonette
Mayerl, Billy (Piano)		The Harp Of The Wind
Mayerl, Billy (Piano)		The Jazz Master
McDermott, Tom (Piano)		Dance Of The Networkers
McDermott, Tom (Piano)		Heavy Henry
McDermott, Tom (Piano)		Lithuarian Stomp
McDermott, Tom (Piano)		Rebennackin'
McDermott, Tom (Piano)		Summer
McDermott, Tom (Piano)		Willie Fugal's Blues
McGriff, Jimmy			Let's Stay Together
McLean, Jackie			Blue Rondo
Meco				Star Wars Theme
Mellencamp, John Cougar		Pop Singer
Mercer, Johnny & His Orchestra	Cast Your Fate To The Wind
Mercer, Johnny & His Orchestra	Laura
Mercer, Johnny & His Orchestra	Tangerine
Miller, Glenn & His Orchestra	A String Of Pearls
Miller, Glenn & His Orchestra	A Tribute To Glenn Miller (Medley)
Miller, Glenn & His Orchestra	American Patrol
Miller, Glenn & His Orchestra	Chattanooga Choo Choo
Miller, Glenn & His Orchestra	Glenn Miller Medley Nr. 01
Miller, Glenn & His Orchestra	Glenn Miller Medley Nr. 02
Miller, Glenn & His Orchestra	Glenn Miller Potpourri
Miller, Glenn & His Orchestra	In The Mood
Miller, Glenn & His Orchestra	Lasst Uns Tanzen & Swanee River
Miller, Glenn & His Orchestra	Little Brown Jug
Miller, Glenn & His Orchestra	Moonlight Serenade
Miller, Glenn & His Orchestra	St. Louis Blues
Miller,Glenn (Piano)		In The Mood
Miller,Glenn (Piano)		Serenade In Blue
Mills, Kerry (Rag Time Piano)	Meet Me In St. Louis
Modern Jazz Quartet		Our Love Is Here To Stay
Monk, Thelonious (Piano)	Blue Monk
Monk, Thelonious (Piano)	Nice Work If You Can Get It
Moore, Gary			Cold Day In Hell
Moore, Gary			Friday On My Mind
Moore, Gary			Parisienne Walkways
Moore, Gary			Still Got The Blues
Moore, Gary			The Loner
Moore, Gary			Walking By Myself
Morton, Jelly Roll (Rag Time)	A Rag Time
Morton, Jelly Roll (Rag Time)	King Porters Stomp
Morton, Jelly Roll (Rag Time)	Maple Leaf Rag
Morton, Jelly Roll (Rag Time)	St. James Infirmary
Morton, Jelly Roll (Rag Time)	The Fingerbreakers
Morton, Jelly Roll (Rag Time)	The Pearls
Mulligan Quartet, Gerry		I'm Beginning To See The Light
Mulligan Quartet, Gerry		Moonglow
Mulligan Quartet, Gerry		Tuxedo Junction
Mulligan Quartet, Gerry		Waves
Mulligan Quartet, Gerry		When Sunny Get's Blue
Mulligan Quartet, Gerry		When The Saints Go Marching In
Myles, Alannah			Black Velvet
Nelson, Oliver			Stolen Moments
New York City Gay Men's Chorus	Hit Me With A Hot Note
Noble, Ray & Orchestra		Harlem Nocturne
Oliver, Sy & His Orchestra	Opus One
Onbekende Titel\Artiest (Blues)	All Monds
Onbekende Titel\Artiest (Blues)	BB Blues
Onbekende Titel\Artiest (Blues)	Blues In B Flat
Onbekende Titel\Artiest (Blues)	Blues In Working
Onbekende Titel\Artiest (Blues)	Bluesy Nr. 01
Onbekende Titel\Artiest (Blues)	Bluesy Nr. 02
Onbekende Titel\Artiest (Blues)	Bluesy Nr. 03
Onbekende Titel\Artiest (Blues)	Bluesy Nr. 04
Onbekende Titel\Artiest (Blues)	Bluesy Nr. 05
Onbekende Titel\Artiest (Blues)	Bluesy Nr. 06
Onbekende Titel\Artiest (Blues)	Bluesy Nr. 07
Onbekende Titel\Artiest (Blues)	Bluesy Nr. 08
Onbekende Titel\Artiest (Blues)	Bluesy Nr. 09
Onbekende Titel\Artiest (Blues)	Chip Blues
Onbekende Titel\Artiest (Blues)	EZ Blues
Onbekende Titel\Artiest (Blues)	Funk Blues
Onbekende Titel\Artiest (Blues)	Guitar Blues
Onbekende Titel\Artiest (Blues)	Honky Tonk Blues
Onbekende Titel\Artiest (Blues)	Rollin'
Onbekende Titel\Artiest (Blues)	Short Blues
Onbekende Titel\Artiest (Blues)	Shuffle
Onbekende Titel\Artiest (Blues)	Swinging Blues
Onbekende Titel\Artiest (Blues)	Too Much Blues
Onbekende Titel\Artiest (Boogie)Bernie's Bensons Beating
Onbekende Titel\Artiest (Boogie)Boogie Woogie Demo
Onbekende Titel\Artiest (Boogie)Cat 5
Onbekende Titel\Artiest (Boogie)Dobs Boogie
Onbekende Titel\Artiest (Boogie)Eine Kleine Nachtmusik Rock
Onbekende Titel\Artiest (Boogie)Yes Sir I Can Boogie Woogie
Onbekende Titel\Artiest (Dixie)	Anything Goes
Onbekende Titel\Artiest (Dixie)	Bill Bailey
Onbekende Titel\Artiest (Dixie)	Broadway
Onbekende Titel\Artiest (Dixie)	Dixie
Onbekende Titel\Artiest (Dixie)	Down By The Riverside
Onbekende Titel\Artiest (Dixie)	New-Orleans
Onbekende Titel\Artiest (Dixie)	Stomp
Onbekende Titel\Artiest (Dixie)	Sweet Georgia Brown
Onbekende Titel\Artiest (Dixie)	The Entertainer
Onbekende Titel\Artiest (Dixie)	When The Saints Go Marching In
Onbekende Titel\Artiest (BBand)	02Happyp
Onbekende Titel\Artiest (BBand)	02Lasstu
Onbekende Titel\Artiest (BBand)	Annie Laurie
Onbekende Titel\Artiest (BBand)	Bill Bailey
Onbekende Titel\Artiest (BBand)	Four Brothers
Onbekende Titel\Artiest (BBand)	I Got Rhythm (Medley)
Onbekende Titel\Artiest (BBand)	Jazz Big Band Demo
Onbekende Titel\Artiest (BBand)	Psr 09
Onbekende Titel\Artiest (BBand)	Some Band
Onbekende Titel\Artiest (Jazz)	02Fliede
Onbekende Titel\Artiest (Jazz)	03Wevego
Onbekende Titel\Artiest (Jazz)	06Mblue
Onbekende Titel\Artiest (Jazz)	08Wunder
Onbekende Titel\Artiest (Jazz)	0Schwarz
Onbekende Titel\Artiest (Jazz)	A Bridge
Onbekende Titel\Artiest (Jazz)	Back 1950
Onbekende Titel\Artiest (Jazz)	Bop On The Rocks
Onbekende Titel\Artiest (Jazz)	Bridge
Onbekende Titel\Artiest (Jazz)	Bye Bye
Onbekende Titel\Artiest (Jazz)	Cantina
Onbekende Titel\Artiest (Jazz)	Caroline Blues
Onbekende Titel\Artiest (Jazz)	Cobra Hypno
Onbekende Titel\Artiest (Jazz)	Cool Jazz
Onbekende Titel\Artiest (Jazz)	Dreamwood
Onbekende Titel\Artiest (Jazz)	Gin Tonic
Onbekende Titel\Artiest (Jazz)	Habanera
Onbekende Titel\Artiest (Jazz)	Hou Zwak
Onbekende Titel\Artiest (Jazz)	Improvisation
Onbekende Titel\Artiest (Jazz)	Jazz Demo
Onbekende Titel\Artiest (Jazz)	Jazz Song Nr. 01
Onbekende Titel\Artiest (Jazz)	Jazz Song Nr. 02
Onbekende Titel\Artiest (Jazz)	Jazz Song Nr. 03
Onbekende Titel\Artiest (Jazz)	Jazz Song Nr. 04
Onbekende Titel\Artiest (Jazz)	Jazz Song Nr. 05
Onbekende Titel\Artiest (Jazz)	Jazz Song Nr. 06
Onbekende Titel\Artiest (Jazz)	Jazz Song Nr. 07
Onbekende Titel\Artiest (Jazz)	Jazz Song Nr. 08
Onbekende Titel\Artiest (Jazz)	Jazz Song Nr. 09
Onbekende Titel\Artiest (Jazz)	Jazz Song Nr. 10
Onbekende Titel\Artiest (Jazz)	Jazz Song Nr. 11
Onbekende Titel\Artiest (Jazz)	Latin Jazz
Onbekende Titel\Artiest (Jazz)	Morning
Onbekende Titel\Artiest (Jazz)	My Bonnie Is Over The Ocean
Onbekende Titel\Artiest (Jazz)	Pale Night
Onbekende Titel\Artiest (Jazz)	Piano In Heaven
Onbekende Titel\Artiest (Jazz)	Progress
Onbekende Titel\Artiest (Jazz)	Serenade
Onbekende Titel\Artiest (Jazz)	Space SC55-155
Onbekende Titel\Artiest (Jazz)	Spider
Onbekende Titel\Artiest (Jazz)	Summertime & Strangers In The Night
Onbekende Titel\Artiest (Jazz)	Trust
Onbekende Titel\Artiest (Jazz)	Welcom
Onbekende Titel\Artiest (Jazz)	You And Me
Onbekende Titel\Artiest (Rag)	My Pet
Onbekende Titel\Artiest (Rag)	Queen Love
Onbekende Titel\Artiest (Rag)	Sousa Marches
Onbekende Titel\Artiest (Rag)	The Wedding Song
Paquette, David (Piano)		Blues For Rosie
Paquette, David (Piano)		Cactus Bay
Paquette, David (Piano)		Cool Minor
Paquette, David (Piano)		Keep Talkin'
Paquette, David (Piano)		No Worries
Paquette, David (Piano)		Sadie Ida & Billie
Paquette, David (Piano)		Smell The City
Paquette, David (Piano)		Steal The Feal
Paquette, David (Piano)		The Possum
Paquette, David (Piano)		What Trouble
Parker, Charlie & Orchestra	Big Band Milestones (Medley)
Parker, Charlie & Orchestra	Donna Lee
Parker, Charlie & Orchestra	Just One Of Those Thing
Parker, Charlie & Orchestra	Now's The Time
Parker, Charlie & Orchestra	Ornithology
Parker, Charlie & Orchestra	Srapple From The Apple
Parker, Charlie & Orchestra	Yardbird Suite
Peterson, Oscar & Orchestra	Witchcraft
Peterson, Oscar (Piano Trio)	Autumn Leaves
Peterson, Oscar (Piano Trio)	Autumn Time
Peterson, Oscar (Piano Trio)	Eastern Turnpike
Peterson, Oscar (Piano Trio)	I Want To Be Happy
Peterson, Oscar (Piano Trio)	Oscar Peterson Demo 1
Peterson, Oscar (Piano Trio)	Oscar Peterson Demo 2
Peterson, Oscar (Piano Trio)	Our Love Is Here To Stay
Peterson, Oscar (Piano Trio)	Swinging Cafe
Peterson, Oscar (Piano Trio)	The Days Of Wine And Roses
Peterson, Oscar (Piano)		Darkness Dream
Peterson, Oscar (Piano)		East Of The Sun (And West Of The Moon)
Peterson, Oscar (Piano)		I've Got A Crush On You
Peterson, Oscar (Piano)		John Brown's Body
Peterson, Oscar (Piano)		Tenderly
Peterson, Oscar (Piano)		This Can't Be Love
Peterson, Oscar (Piano)		Waves
Peterson, Oscar (Piano)		When Your Lover Has Gone
Peterson, Oscar (Piano)		Young And Foolish
Pollack, Muriel (Rag Time)	Rooster Rag
Porter, Cole			Easy To Love
Porter, Cole			I Concentrate On You
Porter, Cole			What Is This Thing Called Love
Porter, Cole			When Your Lover Has Gone
Porter, Cole			You'd Be So Nice To Come Home
Powell, Bud			I Want To Be Happy
Powell, Bud (Jazz Piano Trio)	I Get A Kick Out Of You
Powell, Bud (Piano)		It's Alright With Me
Powell, Bud (Piano)		Sweet Georgia Brown
Prima, Louis & Orchestra	Buona Sera & Oh Marie
Prima, Louis & Orchestra	Sing Sing Sing
Professor Longhair (Piano)	Big Chief
Professor Longhair (Piano)	Mardi Grass In New-Orleans
Professor Longhair (Piano)	Mardi Grass Mambo
Professor Longhair (Piano)	Raise The Rafters
Professor Longhair (Piano)	Tipitina
Raabe, Max & His Orchester	Kein Schwein Ruft Mich An
Reese Europe, James (Rag Time)	Castle House Rag
Reinhardt, Django		All Thumb
Reinhardt, Django		Anonymous
Reinhardt, Django		Fleurgitar
Reinhardt, Django		Minor Swing
Rich, Buddy & Orchestra		Groovin' Hard
Robillard, Duke			Rule The World
Rodgers, Richard		The Most Beautiful Girl
Rodney Quintet, Red		Young And Foolish
Roe, Tommy			Goody Goody
Rosnes, Renee (Jazz Piano Trio)	Come Rain Or Come Shine
Rosnes, Renee (Jazz Piano Trio)	Have You Met Miss Jones
Rosnes, Renee (Jazz Piano Trio)	Midnight
Rosnes, Renee (Piano)		In A Persian Market & A Monastery Garden
Rosnes, Renee (Piano)		Misty
Rosnes, Renee (Piano)		Someone To Watch Over Me
Ruther, Wyatt "Bull"(Piano Trio)Crescent Day
Schobben, Willy			Il Silenzio
Schobben, Willy			Wonderful Land
Scott, James (Rag Time Piano)	Grace And Beauty
Scott, James (Rag Time Piano)	Sunburst Rag
Shearing, George (Piano Trio)	Among My Memories
Shearing, George (Piano Trio)	Desert Heart
Shearing, George (Piano Trio)	I'm Beginning To See The Light
Shearing, George (Piano)	Beautiful
Shearing, George (Piano)	Dream Dance
Shearing, George (Piano)	Happy Days Are Here Again
Shearing, George (Piano)	I Can't Get Started
Shearing, George (Piano)	If I Should Lose You
Shearing, George (Piano)	I'll Remember April
Shearing, George (Piano)	Imagine
Shearing, George (Piano)	Just The Way You Are
Shearing, George (Piano)	Londonderry
Shearing, George (Piano)	Lullaby Of Birdland
Shearing, George (Piano)	Nearness Of You
Shearing, George (Piano)	People
Shearing, George (Piano)	Roses Of Picardy
Shearing, George (Piano)	September In The Rain
Shearing, George (Piano)	Should I
Shearing, George (Piano)	Someone To Watch Over Me
Shearing, George (Piano)	Too Close For Comfort
Shines, Johnny			Hey Ba-Be-Re-Bop
Sigerson, Chris (Piano)		Blues In B Mol
Simone, Nina			My Baby Just Cares For Me
Simone, Nina (Piano)		Since I Fell For You
Simpson, Joel (Piano)		Late Night Blues
Sinatra, Frank & Orchestra	All The Things You Are
Sinatra, Frank & Orchestra	Anything Goes
Sinatra, Frank & Orchestra	Autumn Leaves
Sinatra, Frank & Orchestra	Bewitched
Sinatra, Frank & Orchestra	Blue Moon
Sinatra, Frank & Orchestra	Chicago
Sinatra, Frank & Orchestra	Come Rain Or Come Shine
Sinatra, Frank & Orchestra	Cycles
Sinatra, Frank & Orchestra	Fly Me To The Moon
Sinatra, Frank & Orchestra	For Every Man There's A Woman
Sinatra, Frank & Orchestra	Goin' Out Of My Head
Sinatra, Frank & Orchestra	Guys And Dolls
Sinatra, Frank & Orchestra	I Believe In You
Sinatra, Frank & Orchestra	I Can Give You Anything & New-York New-York
Sinatra, Frank & Orchestra	I Get A Kick Out Of You
Sinatra, Frank & Orchestra	I'm Glad There Is You
Sinatra, Frank & Orchestra	I've Got You Under My Skin
Sinatra, Frank & Orchestra	Just One Of Those Thing
Sinatra, Frank & Orchestra	Luck Be A Lady
Sinatra, Frank & Orchestra	My Funny Valentine
Sinatra, Frank & Orchestra	My Shining Hour
Sinatra, Frank & Orchestra	My Way
Sinatra, Frank & Orchestra	New-York New-York
Sinatra, Frank & Orchestra	Night And Day
Sinatra, Frank & Orchestra	Ol' Man River
Sinatra, Frank & Orchestra	One For My Baby (One More For The Road)
Sinatra, Frank & Orchestra	Raindrops Keep Falling On My Head
Sinatra, Frank & Orchestra	Sentimental Journey
Sinatra, Frank & Orchestra	Strangers In The Night
Sinatra, Frank & Orchestra	That's Life
Sinatra, Frank & Orchestra	The Lady Is A Tramp
Sinatra, Frank & Orchestra	The Most Beautiful Girl
Sinatra, Frank & Orchestra	The Way You Look Tonight
Sinatra, Frank & Orchestra	Unforgetable
Sinatra, Frank & Orchestra	What Is This Thing Called Love
Sinatra, Frank & Orchestra	Where Or When
Sinatra, Frank & Orchestra	Yes Sir That's My Baby
Sinatra, Frank & Orchestra	You'll Never Walk Alone
Sinigal, Bill (Piano)		Second Line
Skymasters, The (Big Band)	The Skymasters Demo
Slim, Memphis			Cow Cow Blues
Standard Jazz			76 Trombones
Standard Jazz			A Beautiful Friendship
Standard Jazz			A Getting Sentimental Over You
Standard Jazz			A Taste Of Honey
Standard Jazz			After You Gone
Standard Jazz			All Of Me
Standard Jazz			All The Things You Are
Standard Jazz			All The Way
Standard Jazz			Alone Togheter
Standard Jazz			Antropology
Standard Jazz			Anything Goes
Standard Jazz			Autumn Leaves
Standard Jazz			Basin Street Blues
Standard Jazz			Begin The Beguine
Standard Jazz			Bewitched
Standard Jazz			Billie's Bounce
Standard Jazz			Billy Boy
Standard Jazz			Birdland
Standard Jazz			Black Orpheus
Standard Jazz			Body And Soul
Standard Jazz			But Beautiful
Standard Jazz			Caravan
Standard Jazz			Cherokee
Standard Jazz			Come Fly With Me
Standard Jazz			Come Rain Or Come Shine
Standard Jazz			Con Si Cao
Standard Jazz			Corcovado
Standard Jazz			Count On The Blues
Standard Jazz			Dead End
Standard Jazz			Dinner At Eight
Standard Jazz			Do Something
Standard Jazz			Donna Lee
Standard Jazz			Don't Get Around Much Anymore
Standard Jazz			Downtown
Standard Jazz			Embraceable You
Standard Jazz			Falling In Love
Standard Jazz			Fascinating Rhythm
Standard Jazz			Feel Like Making Love
Standard Jazz			Feelings
Standard Jazz			Fly Me To The Moon
Standard Jazz			Fools Rush In
Standard Jazz			Georgia On My Mind
Standard Jazz			Give My Regards To Broadway
Standard Jazz			Happy Luxembourg
Standard Jazz			Harlem Nocturne
Standard Jazz			Here's That Rainy Day
Standard Jazz			Hey There
Standard Jazz			History Of Love
Standard Jazz			How High The Moon
Standard Jazz			How Insensitive
Standard Jazz			I Can Give You Anything But Love
Standard Jazz			I Can't Get Started
Standard Jazz			I Get A Kick Out Of You
Standard Jazz			I Got It Bad
Standard Jazz			I Got Rhythm
Standard Jazz			I Left My Heart In San-Francisco
Standard Jazz			I Won't Dance
Standard Jazz			I'll Get By
Standard Jazz			I'll Remember April
Standard Jazz			I'm Sophisticated
Standard Jazz			In A Mellow Tone
Standard Jazz			It Ain't Got Nobody
Standard Jazz			It Ain't Necessarily So
Standard Jazz			It Don't Mean A Thing
Standard Jazz			I've Got You Under My Skin
Standard Jazz			Jitterbu
Standard Jazz			Just Friends
Standard Jazz			Just One Of Those Thing
Standard Jazz			Killing Me Softly With His Song
Standard Jazz			Late
Standard Jazz			Lazy Bird
Standard Jazz			Like Someone In Love
Standard Jazz			Li'l Darling
Standard Jazz			Loverman
Standard Jazz			Lullaby Of Birdland
Standard Jazz			Mack The Knife
Standard Jazz			Manteca
Standard Jazz			Meditation
Standard Jazz			Misty
Standard Jazz			Moanin'
Standard Jazz			Mood Indigo
Standard Jazz			More
Standard Jazz			My Funny Valentine
Standard Jazz			My Melancholy Baby
Standard Jazz			My One And Only Love
Standard Jazz			New-York New-York
Standard Jazz			Nickleodian Song
Standard Jazz			Night And Day
Standard Jazz			Oh Lady Be Good
Standard Jazz			Old Fashioned
Standard Jazz			On Green Dolphin Street
Standard Jazz			On Moonlight Baby
Standard Jazz			Once I Loved
Standard Jazz			One Morning In May
Standard Jazz			One Note Samba
Standard Jazz			Out Of Nowhere
Standard Jazz			Overjoyed
Standard Jazz			Parker
Standard Jazz			Peace
Standard Jazz			Pennies From Heaven
Standard Jazz			People
Standard Jazz			Perfidia
Standard Jazz			Pick Yourself Up
Standard Jazz			Pigalle
Standard Jazz			Prelude To A Kiss
Standard Jazz			Red Roses For A Blue Lady
Standard Jazz			Remark
Standard Jazz			Rhapsody In Blue
Standard Jazz			Roland Jazz Sound
Standard Jazz			Round Midnight
Standard Jazz			Satin Doll
Standard Jazz			Scarborough Fair
Standard Jazz			Sentimental Mood
Standard Jazz			Shiny Stockings
Standard Jazz			Sing Sing Sing
Standard Jazz			Sister Moonlight
Standard Jazz			Smile
Standard Jazz			Smoke Gets In Your Eyes
Standard Jazz			Softly As In A Morning Sunrise
Standard Jazz			Solitude
Standard Jazz			Someday My Prince Will Come
Standard Jazz			Someone To Watch Over Me
Standard Jazz			Somewhere Over The Rainbow
Standard Jazz			Sophisticated Lady
Standard Jazz			Spinoza
Standard Jazz			St. Thomas
Standard Jazz			Stardust
Standard Jazz			Stella By Starlight
Standard Jazz			Stolen Moments
Standard Jazz			Straight No Chaser
Standard Jazz			Strangers In The Night
Standard Jazz			Strike Up The Band
Standard Jazz			Summertime
Standard Jazz			Superstar
Standard Jazz			Sweatheart
Standard Jazz			Take Five
Standard Jazz			"Take The ""A"" Train"
Standard Jazz			Take These Chains From My Heart
Standard Jazz			That Old Devil Called Love
Standard Jazz			That's Life
Standard Jazz			The Days Of Wine And Roses
Standard Jazz			The Girl From Ipanema
Standard Jazz			The Lady Is A Tramp
Standard Jazz			The Last Days
Standard Jazz			The Man I Love But Not For Me
Standard Jazz			The Rose
Standard Jazz			The Shadow Of Your Smile
Standard Jazz			The Very Thought Of You
Standard Jazz			The World Is A Ghetto
Standard Jazz			This Can't Be Love
Standard Jazz			This Guy In Love With You
Standard Jazz			This Masquerade
Standard Jazz			Tiger Rag
Standard Jazz			Till The End Of The Time
Standard Jazz			To All The Girls I've Loved Before
Standard Jazz			Triste
Standard Jazz			Try A Little Tenderness
Standard Jazz			Tutorial
Standard Jazz			Tuxedo Junction
Standard Jazz			Twinkle Twinkle Star
Standard Jazz			Undecided
Standard Jazz			Very Thought Of You
Standard Jazz			Walkin' Shoes
Standard Jazz			Walking The !!!!
Standard Jazz			Waltz For Debby
Standard Jazz			Waves
Standard Jazz			We'll Be Together
Standard Jazz			What A Diff'rence A Day Makes
Standard Jazz			What Is This Thing Called Love
Standard Jazz			When I Fall In Love
Standard Jazz			When The Saints Go Marching In
Standard Jazz			Where Or When
Standard Jazz			Witchcraft
Standard Jazz			Without You
Standard Jazz			Woodchpper's Ball
Standard Jazz			You Go To My Head
Standard Jazz			You'd Be So Nice To Come Home
Standard Jazz			Young And Foolish
Standard Jazz			You're Sixteen
Standard Jazz (Gitaar Trio)	A Foggy Day
Standard Jazz (Gitaar Trio)	Alexander's Rag Time
Standard Jazz (Gitaar Trio)	Arthur's Theme
Standard Jazz (Gitaar Trio)	As Time Goes By
Standard Jazz (Gitaar Trio)	Be Happy
Standard Jazz (Gitaar Trio)	Begin The Beguine
Standard Jazz (Gitaar Trio)	Besame Mucho
Standard Jazz (Gitaar Trio)	Bill Bailey
Standard Jazz (Gitaar Trio)	Blue In Green
Standard Jazz (Gitaar Trio)	Blues In F
Standard Jazz (Gitaar Trio)	Can't Help Falling In Love With You
Standard Jazz (Gitaar Trio)	Carnival Or Manha De Carnival
Standard Jazz (Gitaar Trio)	Come Rain Or Come Shine
Standard Jazz (Gitaar Trio)	Down By The Riverside
Standard Jazz (Gitaar Trio)	East Of The Sun (And West Of The Moon)
Standard Jazz (Gitaar Trio)	Easy To Love
Standard Jazz (Gitaar Trio)	Evergreen
Standard Jazz (Gitaar Trio)	Falling In Love With Love
Standard Jazz (Gitaar Trio)	Give My Regards To Broadway
Standard Jazz (Gitaar Trio)	Glow Worm
Standard Jazz (Gitaar Trio)	Good Bait
Standard Jazz (Gitaar Trio)	Have You Met Miss Jones
Standard Jazz (Gitaar Trio)	I Can't Get Started
Standard Jazz (Gitaar Trio)	I Concentrate On You
Standard Jazz (Gitaar Trio)	I Could Write A Book
Standard Jazz (Gitaar Trio)	I Didn't Know What Time It Was
Standard Jazz (Gitaar Trio)	I Get A Kick Out Of You
Standard Jazz (Gitaar Trio)	I Love You
Standard Jazz (Gitaar Trio)	Indian Summer
Standard Jazz (Gitaar Trio)	It's Alright With Me
Standard Jazz (Gitaar Trio)	Let Me Call You Sweetheart
Standard Jazz (Gitaar Trio)	Love Walked In
Standard Jazz (Gitaar Trio)	Moonlight In Vermont
Standard Jazz (Gitaar Trio)	My Funny Valentine
Standard Jazz (Gitaar Trio)	My Melancholy Baby
Standard Jazz (Gitaar Trio)	Nardis
Standard Jazz (Gitaar Trio)	Nice Work If You Can Get It
Standard Jazz (Gitaar Trio)	Night And Day
